A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,DELTA
0.034634213,0.032580329,0.027430949,0.021518697,0.034590202,0.035947232,0.03051911,0.035345738,0.023990693,0.034912955,0.021680074,0.019398795,0.021203279,0.029228097,0.031347999,0.033717301,0.03662208,0.032763712,0.025443083,0.030042316,0.023638599,0.028575256,0.037238245,0.031656082,0.033497242,0.025237694,0.032264912,0.037773722,0.030988569,0.000297588
0.039123417,0.036783456,0.035316396,0.025553112,0.036629415,0.026888137,0.03148737,0.032528982,0.037575669,0.019428137,0.037949769,0.018041765,0.018621254,0.019200742,0.032074194,0.021452679,0.034685561,0.037362945,0.019303436,0.031171952,0.021460015,0.025956554,0.023535905,0.038118481,0.02830385,0.029022709,0.024122729,0.01890733,0.034003378,0.00015218
0.019530831,0.030453092,0.026051912,0.038155157,0.031876141,0.028017773,0.025193682,0.026748766,0.019413466,0.032396947,0.033401883,0.025729159,0.026315983,0.021570044,0.036196632,0.038998717,0.033864007,0.033731972,0.031135275,0.025230359,0.026315983,0.021665403,0.026249966,0.032169553,0.0252597,0.027240231,0.031201293,0.033651283,0.031443358,0.000322327
0.030100998,0.0330938,0.020653132,0.028538579,0.021063908,0.026521372,0.037208904,0.024408805,0.031846799,0.020066308,0.034340801,0.028876003,0.021188609,0.022318245,0.019347448,0.030995905,0.03687148,0.030137675,0.02465087,0.0393068,0.029484833,0.023242493,0.028259838,0.039152758,0.022472286,0.036189297,0.02354324,0.031883476,0.022017497,0.000275101
0.026917478,0.028230497,0.038067134,0.027929749,0.032690359,0.023895334,0.030409081,0.031061922,0.021379326,0.023425875,0.026132601,0.037949769,0.030123004,0.036218638,0.030093663,0.025611794,0.020102984,0.034472837,0.036541391,0.037003515,0.024320782,0.032851736,0.026264636,0.023337851,0.019538166,0.033042453,0.034604872,0.031890811,0.036380015,0.000342797
0.032983771,0.037260251,0.0394315,0.029616868,0.036358009,0.022795039,0.020183672,0.026924813,0.021665403,0.02366794,0.022743692,0.022472286,0.037986446,0.036651421,0.030959228,0.018789965,0.039409494,0.032418953,0.020440408,0.034810261,0.020308373,0.038015787,0.034245443,0.031634076,0.034890949,0.026404007,0.020257025,0.024826917,0.018701942,0.000221638
0.029103397,0.026734095,0.033350536,0.028736632,0.023073781,0.029712227,0.031898147,0.0396809,0.027122866,0.032257576,0.026697419,0.021349985,0.019567507,0.032140211,0.029968963,0.018569906,0.022391598,0.022655669,0.039636888,0.020535767,0.02806912,0.030702493,0.021159267,0.025648471,0.036130615,0.02624263,0.027863732,0.022846386,0.024841588,0.000189997
0.039402158,0.025428412,0.02622796,0.034406819,0.018276494,0.033013112,0.025846524,0.028355197,0.021423338,0.028311185,0.029521509,0.032639012,0.032264912,0.033313859,0.03429679,0.028355197,0.037018186,0.037876416,0.032184223,0.023521234,0.020066308,0.024929612,0.025685147,0.022817045,0.022120192,0.029404145,0.027137537,0.0255091,0.035441096,0.000220016
0.021922139,0.019024695,0.033636613,0.038543928,0.024914941,0.026139936,0.025457753,0.020836514,0.029924951,0.026139936,0.025985895,0.018914666,0.028032443,0.030775846,0.018100447,0.038653958,0.039453506,0.036358009,0.032793053,0.025663142,0.039189435,0.02574383,0.026792778,0.033856672,0.020895197,0.026411342,0.033658619,0.039182099,0.025428412,0.000342527
0.031920152,0.034509513,0.038111146,0.025435747,0.021929474,0.031458029,0.02110792,0.029734233,0.030783181,0.033636613,0.035969238,0.018628589,0.0250103,0.032352935,0.037634351,0.027291578,0.033915354,0.031215964,0.025472424,0.033431224,0.027298913,0.018210477,0.032308923,0.037773722,0.026550713,0.020352384,0.034274784,0.037825069,0.039365482,0.000291761
0.033409218,0.033805325,0.033013112,0.025685147,0.03039441,0.023939346,0.018775295,0.034626878,0.036790792,0.036812798,0.019992955,0.020631126,0.032947094,0.027379602,0.018320506,0.027012837,0.034707566,0.021694744,0.020073643,0.026888137,0.038815334,0.034142748,0.021687409,0.033372542,0.025905206,0.034333466,0.036820133,0.034986308,0.028201155,0.000347163
0.02330851,0.018151794,0.034524184,0.018393859,0.025479759,0.034142748,0.022024833,0.020014961,0.028809985,0.034531519,0.035785856,0.038763987,0.023235157,0.020139661,0.030717163,0.032888412,0.026888137,0.023711952,0.035910556,0.024188746,0.031347999,0.025479759,0.027504302,0.021159267,0.024357458,0.03577852,0.029844263,0.020946544,0.028091126,0.000164329
0.034758914,0.03871264,0.032550988,0.039240782,0.024658205,0.037832404,0.038756652,0.020521096,0.023220487,0.038551264,0.03833854,0.03368796,0.036269985,0.032602335,0.032668353,0.020088314,0.036658756,0.023455216,0.026315983,0.024254764,0.020315708,0.019596848,0.031685423,0.021848786,0.029096062,0.03076851,0.03687148,0.023073781,0.023726622,0.000268773
0.021944144,0.02196615,0.030849199,0.019963613,0.035272385,0.032822394,0.024254764,0.022626327,0.03504499,0.021900133,0.018518559,0.033225836,0.026506701,0.034399484,0.027122866,0.025186347,0.037715039,0.019369454,0.026800113,0.029734233,0.033651283,0.039387488,0.036864145,0.032323594,0.025237694,0.037509651,0.022780369,0.028714626,0.039585541,0.000350593
0.020264361,0.034810261,0.020455079,0.021900133,0.036893486,0.020543102,0.024753564,0.032572994,0.018085777,0.036988845,0.021254626,0.035580467,0.03797911,0.023477222,0.028010438,0.026293977,0.0396809,0.021892797,0.030621804,0.024768235,0.028215826,0.023711952,0.022134862,0.024746229,0.023301175,0.031113269,0.03969557,0.022024833,0.019420801,0.000222444
0.036563397,0.02917675,0.017997753,0.019384125,0.033585266,0.019002689,0.03882267,0.027328255,0.028575256,0.03919677,0.037825069,0.027812384,0.038045128,0.036343338,0.020557773,0.033966701,0.033071795,0.020763161,0.038521922,0.03601325,0.028912679,0.035866544,0.0250103,0.035015649,0.018276494,0.022164203,0.027152207,0.037744381,0.019479484,0.000251529
0.036093938,0.032543653,0.027761037,0.038499917,0.035323732,0.030108333,0.023323181,0.022120192,0.039754253,0.01901736,0.039754253,0.029866268,0.032837065,0.031039916,0.022376927,0.020829179,0.030475098,0.039079405,0.034700231,0.025809848,0.024467488,0.021658068,0.025567783,0.028355197,0.027812384,0.02404204,0.032580329,0.027445619,0.037003515,0.000206434
0.025714489,0.02696149,0.031201293,0.02636733,0.023689946,0.018261824,0.018665265,0.028347861,0.020601785,0.032176888,0.023653269,0.026653407,0.032617006,0.018210477,0.027152207,0.033849336,0.026044577,0.023330516,0.029382139,0.033379877,0.036394685,0.033893348,0.033731972,0.03772971,0.035558461,0.018261824,0.026139936,0.039387488,0.03406206,0.000313211
0.039475511,0.021570044,0.036812798,0.036607409,0.037810398,0.021188609,0.022545639,0.021643397,0.034868943,0.034289454,0.027518972,0.033775983,0.022912404,0.025648471,0.027606996,0.033423889,0.025897871,0.031978835,0.023858658,0.024643535,0.038727311,0.036519386,0.034032719,0.031898147,0.039255452,0.020917202,0.03064381,0.030137675,0.029954292,0.000279054
0.025692483,0.025105659,0.021511362,0.028091126,0.032749041,0.02892735,0.036966839,0.026389336,0.027658343,0.018415865,0.024445482,0.028230497,0.028721962,0.020697143,0.02966088,0.024511499,0.031729435,0.037509651,0.018804636,0.031942158,0.033797989,0.029851598,0.021929474,0.023851322,0.033996042,0.033878678,0.028003102,0.022164203,0.038778658,0.000324682
0.023352522,0.0324703,0.038177163,0.037179563,0.029734233,0.039526859,0.018371853,0.025780506,0.020513761,0.030915216,0.031846799,0.031516711,0.023000428,0.020939208,0.028721962,0.020814508,0.02440147,0.033475236,0.028839326,0.017961077,0.027775708,0.025325718,0.039438835,0.031428687,0.027137537,0.023572581,0.031964164,0.036328668,0.029565521,0.000293177
0.029440821,0.036365344,0.020543102,0.035008314,0.0327197,0.023477222,0.026939484,0.018393859,0.037465639,0.031157281,0.024819582,0.021738756,0.032352935,0.029763574,0.018437871,0.021071244,0.019677537,0.028861332,0.026675413,0.024621529,0.022604321,0.026088589,0.031780782,0.038617281,0.024966288,0.019662866,0.038514587,0.017865718,0.019230083,0.000396775
0.019604184,0.020095649,0.031839464,0.02123262,0.027078854,0.02942615,0.023865993,0.021812109,0.033871342,0.024247429,0.033049789,0.022391598,0.030761175,0.036849474,0.020440408,0.01964086,0.024122729,0.033797989,0.019838913,0.019054036,0.034040054,0.038125816,0.025597124,0.030196357,0.026308648,0.032991106,0.030328392,0.025861195,0.03602792,0.000366927
0.032624341,0.030042316,0.038969376,0.033035118,0.036218638,0.037362945,0.030475098,0.019215413,0.025318382,0.032242906,0.033379877,0.029272109,0.02977091,0.038932699,0.022208215,0.019274095,0.036724774,0.036093938,0.019127389,0.034157419,0.033570595,0.036658756,0.018349847,0.022648333,0.025663142,0.029345462,0.038874017,0.035140349,0.039798265,0.000264606
0.029741568,0.039563535,0.036365344,0.032396947,0.038719976,0.031524046,0.036856809,0.022545639,0.037186898,0.033526583,0.025325718,0.030401745,0.032595,0.0257585,0.034502178,0.018129788,0.032895747,0.031142611,0.036394685,0.029235433,0.023389199,0.026719425,0.018503889,0.035199032,0.035221037,0.019398795,0.034179425,0.020792502,0.019926937,0.000475417
0.035719838,0.027592325,0.03307913,0.026183948,0.025362394,0.032162217,0.028685285,0.038888687,0.034406819,0.018518559,0.021694744,0.034230772,0.039563535,0.021423338,0.033482571,0.030797852,0.035323732,0.036952168,0.028699956,0.018386524,0.034817596,0.034113407,0.037568333,0.020821844,0.030387075,0.033783319,0.020102984,0.021386662,0.035323732,0.000176122
0.028978697,0.020543102,0.028149808,0.030203692,0.029594862,0.031553387,0.025692483,0.031729435,0.039270123,0.029308786,0.018401195,0.034399484,0.026792778,0.027232896,0.028215826,0.035353073,0.030497104,0.018093112,0.019978284,0.023858658,0.026946819,0.037832404,0.021445344,0.021936809,0.020579779,0.028575256,0.039204105,0.020535767,0.01989026,0.00028586
0.020579779,0.022736357,0.025164341,0.025311047,0.028494567,0.024562847,0.034428825,0.026741431,0.019508825,0.018467212,0.038741981,0.031817458,0.018232483,0.028912679,0.018753289,0.031355334,0.033013112,0.027761037,0.036277321,0.020146996,0.023506563,0.021929474,0.019134725,0.036548727,0.039402158,0.020755826,0.037575669,0.031017911,0.02708619,0.000340603
0.018005088,0.031171952,0.024570182,0.020352384,0.031392011,0.03932147,0.031824794,0.034120742,0.022963751,0.02465087,0.03894737,0.029140074,0.020763161,0.037421627,0.020682473,0.031744105,0.019831578,0.029602198,0.023506563,0.037450969,0.025046976,0.02942615,0.027423614,0.035492444,0.023946681,0.024210752,0.035873879,0.021819444,0.023029769,0.000272435
0.019457478,0.028516573,0.031538717,0.029484833,0.030665816,0.035257714,0.039607547,0.030702493,0.027548314,0.022868392,0.038976711,0.028641273,0.026536042,0.039416829,0.034978973,0.036504715,0.033541254,0.022795039,0.020550437,0.037722375,0.034216101,0.018261824,0.020469749,0.023924675,0.02869262,0.035771185,0.039688235,0.02220088,0.035954567,0.000145418
0.032147547,0.028780644,0.019926937,0.020066308,0.033152483,0.03676145,0.023462552,0.029822257,0.033893348,0.035367743,0.03112794,0.029690221,0.02769502,0.029616868,0.021313309,0.02452617,0.021012561,0.027973761,0.021782768,0.028076455,0.027790379,0.027357596,0.032572994,0.021034567,0.025487094,0.028648609,0.019670201,0.034003378,0.027364931,0.000275936
0.036079268,0.033225836,0.020088314,0.032521647,0.027276908,0.039534194,0.023359857,0.022530968,0.032580329,0.038140487,0.018701942,0.039739582,0.031098599,0.039284794,0.036856809,0.022618992,0.03676145,0.035976573,0.021173938,0.022046839,0.036086603,0.035749179,0.028494567,0.039849612,0.037362945,0.037179563,0.018775295,0.034443496,0.037949769,0.00028214
0.030453092,0.018995354,0.024115393,0.024357458,0.038558599,0.02769502,0.034626878,0.027951755,0.024005364,0.022648333,0.023836652,0.025105659,0.028501903,0.031839464,0.035103673,0.031480034,0.029228097,0.036768786,0.031421352,0.021474685,0.033445895,0.024643535,0.02037439,0.029646209,0.031494705,0.018335177,0.027753702,0.033959366,0.032661018,0.000345633
0.022552974,0.019948943,0.023954017,0.030724499,0.021922139,0.031619405,0.038455905,0.021416003,0.03969557,0.038184499,0.031347999,0.028509238,0.022369592,0.026594725,0.01803443,0.038492581,0.03760501,0.029140074,0.038052463,0.021562709,0.033981372,0.026426013,0.0398056,0.036856809,0.037010851,0.032947094,0.038331205,0.023946681,0.031832129,0.00020469
0.024980959,0.033783319,0.038081804,0.018870654,0.020865855,0.038191834,0.038910693,0.036086603,0.032602335,0.023976023,0.038888687,0.036798127,0.02427677,0.031164617,0.02354324,0.039358147,0.036578068,0.037472975,0.038257852,0.032176888,0.018305836,0.033379877,0.034956967,0.038331205,0.029822257,0.029294115,0.027298913,0.038433899,0.039864282,0.000240883
0.03418676,0.035206367,0.039468176,0.036673427,0.031069258,0.027203555,0.031142611,0.025795177,0.030056986,0.026279307,0.032771047,0.038177163,0.018489218,0.0329691,0.034714902,0.034362807,0.038309199,0.026873466,0.030973899,0.018276494,0.032859071,0.026220624,0.017953741,0.019596848,0.027430949,0.02942615,0.021980821,0.034318796,0.039776259,0.000265315
0.031281981,0.034986308,0.029074056,0.018811971,0.033636613,0.026382001,0.032639012,0.026814784,0.036827468,0.018606583,0.020381726,0.023029769,0.026682748,0.03651205,0.031663417,0.036710103,0.037010851,0.037597675,0.039145423,0.026448019,0.036402021,0.021166603,0.034590202,0.032088864,0.025186347,0.025971224,0.020689808,0.030907881,0.023528569,0.000252824
0.024958953,0.017931735,0.024914941,0.030489769,0.022538304,0.02622796,0.03357793,0.022508963,0.028120467,0.037781057,0.024804911,0.027276908,0.023719287,0.028487232,0.018936671,0.023741293,0.039138088,0.025002965,0.021922139,0.020924538,0.026734095,0.032587665,0.039658894,0.036695433,0.024753564,0.018958677,0.032448294,0.021672738,0.023873328,0.000222966
0.039182099,0.025611794,0.026499366,0.018577242,0.028289179,0.024834253,0.030885875,0.032411618,0.035118343,0.034729572,0.030211028,0.035521785,0.029558186,0.029044715,0.032147547,0.022215551,0.024731558,0.028956691,0.038558599,0.020102984,0.029118068,0.039270123,0.022494292,0.030673151,0.031766111,0.02427677,0.038052463,0.031590064,0.025699818,0.000298746
0.018071106,0.026895472,0.030233033,0.01989026,0.027548314,0.027878402,0.035323732,0.021349985,0.02355791,0.020433073,0.025230359,0.019076042,0.028758638,0.022017497,0.019560172,0.028743968,0.023954017,0.037634351,0.038881352,0.026330654,0.028061785,0.027717026,0.025142335,0.028325855,0.031303987,0.037971775,0.029829592,0.018635924,0.0181738,0.000313027
0.027078854,0.025751165,0.034802925,0.036358009,0.02000029,0.029829592,0.03332853,0.023095787,0.037208904,0.037590339,0.021386662,0.033005777,0.025604459,0.031340664,0.030907881,0.026015236,0.025245029,0.034230772,0.035602473,0.025780506,0.028017773,0.03345323,0.026587389,0.01951616,0.023763299,0.027915079,0.029866268,0.025421077,0.025090988,0.000216699
0.026286642,0.018701942,0.031788117,0.021907468,0.023711952,0.031010575,0.039666229,0.020455079,0.032250241,0.037172227,0.035455767,0.02977091,0.033299189,0.021694744,0.028047114,0.021584715,0.038448569,0.033291854,0.021958815,0.021504026,0.02184145,0.035397085,0.025956554,0.034832267,0.019582178,0.027254902,0.025399071,0.036446033,0.025831853,0.000310814
0.038030457,0.035719838,0.03651205,0.023037104,0.022068845,0.018870654,0.036247979,0.02574383,0.020117655,0.024716888,0.029228097,0.032624341,0.038763987,0.025846524,0.020975885,0.028054449,0.026866131,0.026345324,0.029690221,0.025685147,0.018203141,0.026147271,0.019655531,0.031186622,0.029279444,0.020579779,0.035133014,0.021738756,0.01901736,0.00025495
0.022274233,0.030907881,0.023653269,0.01815913,0.023015098,0.029675551,0.031890811,0.024482158,0.038668628,0.030812522,0.02257498,0.027915079,0.038074469,0.030203692,0.023220487,0.023088451,0.018467212,0.029022709,0.018599248,0.034428825,0.029198756,0.026822119,0.028736632,0.026536042,0.028010438,0.021078579,0.032074194,0.026330654,0.019633525,0.000264819
0.036130615,0.023623928,0.038852011,0.037018186,0.026822119,0.025905206,0.022736357,0.032015511,0.021482021,0.029066721,0.022149533,0.024709553,0.038397222,0.036057262,0.036101273,0.030423751,0.029198756,0.029125403,0.019046701,0.03492029,0.031912817,0.030665816,0.021298638,0.025340388,0.019024695,0.0179244,0.037443633,0.031465364,0.019222748,0.000240559
0.027651008,0.035301726,0.038448569,0.034047389,0.035389749,0.037927763,0.039094076,0.02391734,0.023110457,0.033152483,0.035448432,0.022993092,0.028707291,0.037832404,0.034113407,0.024592188,0.029059385,0.022787704,0.028663279,0.017931735,0.03515502,0.035323732,0.026741431,0.034362807,0.036680762,0.039042729,0.036108609,0.026073918,0.02170208,0.000188949
0.038367881,0.018914666,0.036380015,0.029514174,0.036042591,0.023462552,0.018401195,0.039108746,0.036658756,0.028663279,0.034399484,0.037795728,0.03602792,0.035580467,0.037318933,0.037546328,0.023499228,0.028795315,0.032037517,0.026609395,0.02781972,0.025538441,0.02355791,0.026213289,0.023117792,0.032609671,0.030915216,0.029184086,0.026382001,0.000187443
0.025589789,0.020601785,0.039475511,0.022472286,0.031149946,0.035734508,0.025949218,0.030746504,0.038030457,0.038984046,0.033849336,0.027871067,0.022068845,0.021371991,0.038565934,0.038668628,0.03919677,0.030915216,0.038954705,0.036240644,0.02123262,0.026161942,0.029939621,0.03869797,0.031604735,0.03320383,0.025817183,0.020073643,0.029968963,0.000175372
0.038763987,0.032352935,0.030856534,0.018254489,0.023506563,0.036416691,0.020051637,0.020682473,0.030929887,0.033614607,0.035602473,0.024012699,0.023176475,0.034502178,0.029338127,0.021063908,0.037333604,0.028597262,0.030687822,0.026337989,0.035147684,0.031450693,0.039504853,0.028201155,0.033123142,0.024907606,0.034208766,0.020785167,0.02427677,0.000225351
0.03050444,0.032558324,0.026308648,0.032675688,0.025149671,0.037986446,0.036475374,0.02941148,0.039064735,0.036600074,0.034113407,0.023235157,0.021892797,0.027056849,0.020777832,0.029521509,0.037516986,0.038353211,0.021401332,0.033819995,0.038653958,0.030739169,0.02636733,0.023073781,0.039064735,0.023352522,0.022655669,0.027753702,0.019406131,0.000197851
0.021782768,0.024643535,0.027636337,0.035543791,0.032617006,0.033247842,0.018745954,0.039636888,0.028274508,0.020917202,0.036651421,0.019024695,0.035037655,0.026176613,0.03883734,0.025267035,0.033922689,0.036057262,0.02220088,0.035331067,0.02062379,0.034524184,0.039710241,0.02282438,0.018819307,0.025201018,0.030651146,0.022626327,0.037472975,0.000187252
0.037766387,0.027812384,0.028516573,0.032851736,0.020286367,0.021034567,0.035558461,0.038433899,0.027504302,0.03357793,0.027614331,0.018430536,0.034810261,0.029726898,0.034538855,0.023946681,0.032550988,0.023066445,0.036988845,0.025853859,0.033357871,0.02146735,0.035228373,0.021738756,0.037700369,0.034267448,0.018291165,0.035859209,0.034832267,0.000322049
0.02073382,0.032536318,0.021115256,0.034128078,0.018107783,0.035089002,0.023741293,0.030306386,0.035646485,0.02037439,0.030775846,0.029506839,0.026308648,0.039482847,0.03748031,0.020851185,0.029316121,0.02452617,0.03676145,0.023110457,0.026939484,0.031494705,0.030167016,0.026470025,0.024225423,0.017909729,0.037590339,0.024782906,0.020748491,0.000213926
0.028355197,0.029851598,0.032734371,0.035103673,0.023029769,0.036592739,0.033651283,0.020579779,0.03601325,0.024533505,0.021650732,0.036079268,0.023631263,0.022296239,0.028942021,0.027152207,0.038067134,0.038177163,0.037010851,0.037172227,0.028494567,0.020469749,0.020139661,0.03577852,0.024643535,0.03148737,0.029902945,0.030995905,0.020220349,0.000199226
0.025699818,0.033739307,0.033893348,0.038199169,0.028017773,0.028780644,0.036695433,0.025179012,0.023044439,0.028179149,0.025685147,0.020477084,0.031458029,0.025076318,0.038206505,0.018232483,0.019970949,0.023998028,0.020902532,0.029264774,0.034751578,0.033548589,0.032690359,0.01889266,0.025648471,0.039240782,0.034377478,0.017887724,0.036336003,0.000197328
